Customer_ID,Customer_Name,Age,Gender,City,State,Customer_Segment,Occupation,Monthly_Income,Account_Open_Year,Preferred_Payment_Mode,Preferred_Device
CUST0467,Ranveer Cherian,51,Female,Chennai,Tamil Nadu,Business,Consultant,46277,2023,Credit Card,Laptop
CUST0468,Anvi Borde,38,Female,Pune,Maharashtra,Business,Trader,67224,2018,UPI,Tablet
CUST0469,Gayathri Prabhakar,25,Male,Hyderabad,Telangana,Salaried,Data Analyst,96321,2019,UPI,Tablet
CUST0470,Chanakya Borra,28,Male,Kolkata,West Bengal,Salaried,Teacher,111697,2020,Credit Card,Mobile
CUST0471,Megha Mukhopadhyay,84,Male,Bengaluru,Karnataka,Senior Citizen,Retired Government Officer,133445,2018,UPI,Tablet
CUST0472,Ronith Prabhakar,44,Female,Mumbai,Maharashtra,Salaried,Software Engineer,35146,2020,Net Banking,Mobile
CUST0473,Edhitha Padmanabhan,39,Male,Kolkata,West Bengal,Salaried,Chartered Accountant,83405,2023,UPI,Tablet
CUST0474,Caleb Prashad,23,Female,Hyderabad,Telangana,Student,MBA Student,192760,2025,UPI,Laptop
CUST0475,Hritik Kibe,31,Male,Hyderabad,Telangana,Salaried,Bank Manager,87498,2014,Debit Card,Mobile
CUST0476,Arjun Sharaf,54,Male,Lucknow,Uttar Pradesh,Business,Trader,56683,2018,Debit Card,Mobile
CUST0477,Lavanya Srinivas,83,Female,Pune,Maharashtra,Senior Citizen,Retired Teacher,107777,2020,Debit Card,Tablet
CUST0478,Upadhriti Andra,60,Female,Bengaluru,Karnataka,Senior Citizen,Retired Government Officer,105132,2025,Net Banking,Tablet
CUST0479,Wishi Lall,71,Female,Hyderabad,Telangana,Senior Citizen,Retired Government Officer,53822,2026,Net Banking,Laptop
CUST0480,Tripti Bera,43,Male,Mumbai,Maharashtra,Salaried,Data Analyst,42600,2018,UPI,Mobile
CUST0481,Abeer Lanka,22,Male,Jaipur,Rajasthan,Student,Medical Student,69965,2023,Debit Card,Tablet
CUST0482,Hemangini Shan,41,Female,Pune,Maharashtra,Business,Retailer,75296,2013,UPI,Mobile
CUST0483,Upkaar Issac,58,Female,Ahmedabad,Gujarat,Business,Consultant,119713,2024,UPI,Tablet
CUST0484,Urvashi Pandit,44,Female,Kolkata,West Bengal,Salaried,Bank Manager,105511,2017,Credit Card,Tablet
CUST0485,Unnati Talwar,49,Male,Jaipur,Rajasthan,Salaried,Bank Manager,222278,2019,UPI,Mobile
CUST0486,Ranbir Mittal,23,Female,Delhi,Delhi,Student,Medical Student,220373,2017,Credit Card,Laptop
CUST0487,Finn Agrawal,65,Female,Hyderabad,Telangana,Business,Business Owner,40426,2022,Credit Card,Laptop
CUST0488,Theodore Patil,50,Female,Ahmedabad,Gujarat,Business,Consultant,69519,2014,UPI,Laptop
CUST0489,Widisha Sule,23,Male,Bengaluru,Karnataka,Student,Medical Student,92534,2022,Net Banking,Tablet
CUST0490,Mohammed Bhardwaj,44,Male,Ahmedabad,Gujarat,Salaried,Civil Engineer,141557,2023,Credit Card,Mobile
CUST0491,Oscar Chander,24,Male,Hyderabad,Telangana,Student,MBA Student,109113,2025,Net Banking,Mobile
CUST0492,Wridesh Dalal,40,Male,Hyderabad,Telangana,Business,Consultant,131270,2024,Net Banking,Laptop
CUST0493,Falguni Narain,74,Female,Chennai,Tamil Nadu,Senior Citizen,Retired Government Officer,116642,2025,UPI,Mobile
CUST0494,Eiravati Dayal,46,Male,Delhi,Delhi,Salaried,Doctor,118956,2021,Net Banking,Mobile
CUST0495,Rohan Barad,56,Female,Chennai,Tamil Nadu,Salaried,Bank Manager,26428,2014,Net Banking,Laptop
CUST0496,Jeevika Verma,35,Female,Pune,Maharashtra,Salaried,Software Engineer,190142,2020,UPI,Laptop
CUST0497,Aadhya Chana,21,Male,Hyderabad,Telangana,Student,MBA Student,96315,2026,Credit Card,Laptop
CUST0498,Shivani Ramakrishnan,20,Male,Lucknow,Uttar Pradesh,Student,College Student,58162,2021,UPI,Tablet
CUST0499,Anirudh Kar,64,Male,Jaipur,Rajasthan,Business,Restaurant Owner,22797,2013,Credit Card,Mobile
CUST0500,Yashasvi More,55,Female,Chennai,Tamil Nadu,Salaried,Marketing Executive,225571,2018,Net Banking,Tablet
CUST0501,Faris Dash,24,Female,Chennai,Tamil Nadu,Student,College Student,208922,2020,Credit Card,Laptop
CUST0502,Indali Buch,25,Female,Hyderabad,Telangana,Student,College Student,223168,2012,Net Banking,Laptop
CUST0503,Girik Kamdar,60,Female,Lucknow,Uttar Pradesh,Senior Citizen,Retired Government Officer,91365,2026,UPI,Laptop
CUST0504,Abdul Ahuja,62,Female,Ahmedabad,Gujarat,Senior Citizen,Retired Government Officer,119061,2025,Debit Card,Laptop
CUST0505,Praneel Sandhu,60,Female,Chennai,Tamil Nadu,Senior Citizen,Retired Army Officer,34453,2024,Credit Card,Tablet
CUST0506,Henry Bhasin,53,Male,Ahmedabad,Gujarat,Business,Trader,156649,2021,Credit Card,Mobile
CUST0507,Ethan Jha,61,Female,Delhi,Delhi,Senior Citizen,Retired Government Officer,232078,2026,Debit Card,Mobile
CUST0508,Bakhshi Boase,24,Male,Chennai,Tamil Nadu,Student,MBA Student,57277,2023,UPI,Mobile
CUST0509,Ekaraj Reddy,42,Female,Lucknow,Uttar Pradesh,Business,Consultant,160953,2021,Debit Card,Mobile
CUST0510,Ikshita Kale,19,Male,Jaipur,Rajasthan,Student,College Student,27740,2016,Credit Card,Tablet
CUST0511,Fiyaz Kale,24,Male,Pune,Maharashtra,Student,MBA Student,235615,2022,Net Banking,Tablet
CUST0512,Teerth Thakur,62,Female,Kolkata,West Bengal,Senior Citizen,Retired Banker,98950,2018,UPI,Tablet
CUST0513,Maanas Bath,81,Female,Lucknow,Uttar Pradesh,Senior Citizen,Retired Government Officer,49616,2017,Debit Card,Mobile
CUST0514,Vivaan Zachariah,48,Female,Mumbai,Maharashtra,Salaried,Marketing Executive,169683,2014,Debit Card,Mobile
CUST0515,Udarsh Dey,56,Female,Delhi,Delhi,Salaried,Bank Manager,161393,2019,Credit Card,Laptop
CUST0516,Vasana Bali,24,Female,Lucknow,Uttar Pradesh,Student,Engineering Student,19441,2012,UPI,Mobile
CUST0517,Maya Saha,42,Female,Ahmedabad,Gujarat,Business,Trader,178443,2019,Credit Card,Laptop
CUST0518,Anirudh Nath,41,Female,Delhi,Delhi,Salaried,Marketing Executive,62100,2026,Credit Card,Laptop
CUST0519,Urvashi Chandra,42,Male,Hyderabad,Telangana,Business,Consultant,152927,2015,UPI,Tablet
CUST0520,Megha Oza,23,Male,Bengaluru,Karnataka,Student,Medical Student,145067,2015,Credit Card,Laptop
CUST0521,Andrew Tandon,21,Female,Ahmedabad,Gujarat,Student,MBA Student,25860,2022,Credit Card,Laptop
CUST0522,Urmi Dayal,24,Female,Delhi,Delhi,Student,MBA Student,105482,2018,UPI,Mobile
CUST0523,Leela Bhalla,81,Male,Lucknow,Uttar Pradesh,Senior Citizen,Retired Army Officer,57789,2025,UPI,Tablet
CUST0524,Sai Ramesh,65,Female,Lucknow,Uttar Pradesh,Business,Business Owner,32225,2012,Net Banking,Laptop
CUST0525,Anika Tailor,73,Male,Bengaluru,Karnataka,Senior Citizen,Retired Government Officer,206002,2012,UPI,Mobile
CUST0526,Sneha Mohan,58,Male,Mumbai,Maharashtra,Business,Consultant,167132,2019,Debit Card,Tablet
CUST0527,Ekansh Varma,27,Female,Delhi,Delhi,Salaried,Software Engineer,134174,2024,Debit Card,Mobile
CUST0528,Udant Kalita,52,Male,Kolkata,West Bengal,Business,Business Owner,75009,2014,Credit Card,Mobile
CUST0529,Damyanti Bhat,55,Female,Ahmedabad,Gujarat,Salaried,Data Analyst,80049,2014,Debit Card,Laptop
CUST0530,Shravya Chand,46,Male,Hyderabad,Telangana,Salaried,Teacher,199180,2013,Credit Card,Mobile
CUST0531,Harish Dugar,65,Male,Bengaluru,Karnataka,Senior Citizen,Retired Teacher,224824,2022,UPI,Laptop
CUST0532,Falan Khare,24,Male,Hyderabad,Telangana,Student,Medical Student,208028,2024,UPI,Tablet
CUST0533,Azaan Purohit,32,Female,Hyderabad,Telangana,Business,Retailer,224312,2013,Debit Card,Tablet
CUST0534,Darsh Gupta,68,Female,Mumbai,Maharashtra,Senior Citizen,Retired Government Officer,30621,2020,UPI,Mobile
CUST0535,Darika Rajagopalan,18,Female,Delhi,Delhi,Student,MBA Student,26298,2022,UPI,Tablet
CUST0536,Aarav Sarraf,78,Female,Delhi,Delhi,Senior Citizen,Retired Army Officer,183382,2021,Debit Card,Tablet
CUST0537,Gayathri Munshi,22,Female,Kolkata,West Bengal,Student,College Student,69749,2013,Debit Card,Mobile
CUST0538,Nathaniel Sengupta,18,Male,Kolkata,West Bengal,Student,Medical Student,186061,2018,Net Banking,Mobile
CUST0539,Tanish Dube,49,Male,Mumbai,Maharashtra,Business,Retailer,198193,2019,Debit Card,Tablet
CUST0540,Ekaja Lad,18,Female,Kolkata,West Bengal,Student,Medical Student,97591,2012,UPI,Tablet
CUST0541,Samesh Basak,51,Female,Jaipur,Rajasthan,Salaried,Civil Engineer,89299,2013,Net Banking,Tablet
CUST0542,Ekta Bains,72,Female,Hyderabad,Telangana,Senior Citizen,Retired Army Officer,172117,2018,Credit Card,Tablet
CUST0543,Bahadurjit Singhal,19,Female,Lucknow,Uttar Pradesh,Student,Engineering Student,218767,2016,Credit Card,Tablet
CUST0544,Vivaan Dugal,50,Female,Jaipur,Rajasthan,Business,Restaurant Owner,109748,2013,Credit Card,Laptop
CUST0545,Darpan Koshy,55,Male,Chennai,Tamil Nadu,Business,Trader,135748,2015,UPI,Tablet
CUST0546,Warjas Agarwal,50,Female,Pune,Maharashtra,Salaried,Data Analyst,139472,2022,Net Banking,Tablet
CUST0547,Robert Kala,43,Male,Lucknow,Uttar Pradesh,Salaried,Civil Engineer,57061,2016,Debit Card,Laptop
CUST0548,Nirja Mukhopadhyay,39,Male,Lucknow,Uttar Pradesh,Salaried,Bank Manager,99345,2017,Credit Card,Tablet
CUST0549,Chameli Venkataraman,46,Female,Mumbai,Maharashtra,Salaried,Data Analyst,199936,2016,Credit Card,Laptop
CUST0550,Naveen Viswanathan,67,Female,Jaipur,Rajasthan,Senior Citizen,Retired Teacher,65654,2012,Net Banking,Tablet
CUST0551,Robert Hans,24,Male,Lucknow,Uttar Pradesh,Student,MBA Student,128627,2016,Credit Card,Mobile
CUST0552,Daksha Dutta,53,Female,Mumbai,Maharashtra,Salaried,Bank Manager,145577,2013,Credit Card,Tablet
CUST0553,Mekhala Krishnamurthy,48,Male,Delhi,Delhi,Business,Retailer,225046,2012,UPI,Mobile
CUST0554,Ayushman Bhatia,51,Female,Lucknow,Uttar Pradesh,Business,Trader,174528,2022,Debit Card,Laptop
CUST0555,Charles Biswas,63,Male,Lucknow,Uttar Pradesh,Senior Citizen,Retired Government Officer,194525,2013,Credit Card,Mobile
CUST0556,Brijesh Bir,19,Male,Bengaluru,Karnataka,Student,Engineering Student,118441,2013,Net Banking,Laptop
CUST0557,Meghana Banerjee,24,Female,Bengaluru,Karnataka,Student,MBA Student,110718,2023,Net Banking,Laptop
CUST0558,Harrison Sen,23,Male,Bengaluru,Karnataka,Student,Engineering Student,81831,2013,Credit Card,Tablet
CUST0559,Umang Chaudhry,28,Male,Hyderabad,Telangana,Business,Consultant,45195,2021,Credit Card,Laptop
CUST0560,Aayush Sridhar,36,Male,Kolkata,West Bengal,Business,Consultant,169422,2025,Credit Card,Laptop
CUST0561,Ucchal Borra,37,Female,Mumbai,Maharashtra,Salaried,Chartered Accountant,78616,2019,Net Banking,Laptop
CUST0562,Ekaraj Ranganathan,25,Male,Hyderabad,Telangana,Salaried,Teacher,130876,2012,Credit Card,Laptop
CUST0563,Max Malhotra,32,Female,Hyderabad,Telangana,Business,Trader,15261,2021,UPI,Laptop
CUST0564,Rachita Munshi,24,Female,Chennai,Tamil Nadu,Student,Engineering Student,243016,2025,Net Banking,Laptop
CUST0565,Neel Krishna,18,Male,Kolkata,West Bengal,Student,Engineering Student,189495,2017,Net Banking,Tablet
CUST0566,Meghana Comar,23,Male,Lucknow,Uttar Pradesh,Student,MBA Student,103590,2014,Debit Card,Tablet
CUST0567,Warhi Om,74,Female,Kolkata,West Bengal,Senior Citizen,Retired Teacher,57996,2017,UPI,Tablet
CUST0568,Indrajit Kothari,34,Female,Hyderabad,Telangana,Business,Consultant,177343,2012,Net Banking,Mobile
CUST0569,Irya Bhattacharyya,78,Female,Kolkata,West Bengal,Senior Citizen,Retired Banker,46395,2020,Debit Card,Laptop
CUST0570,Yauvani Subramanian,45,Male,Chennai,Tamil Nadu,Salaried,Data Analyst,167363,2026,Credit Card,Laptop
CUST0571,Manya Pillai,54,Male,Pune,Maharashtra,Salaried,Teacher,154218,2025,Net Banking,Laptop
CUST0572,Samaksh Parsa,30,Male,Ahmedabad,Gujarat,Business,Trader,79387,2024,Net Banking,Laptop
CUST0573,Yashasvi Bath,85,Male,Mumbai,Maharashtra,Senior Citizen,Retired Teacher,134007,2017,UPI,Mobile
CUST0574,Diya Prashad,35,Male,Delhi,Delhi,Salaried,Chartered Accountant,193035,2022,UPI,Laptop
CUST0575,Reyansh Sridhar,63,Female,Jaipur,Rajasthan,Senior Citizen,Retired Government Officer,50751,2024,Debit Card,Tablet
CUST0576,Upasna Gill,62,Female,Jaipur,Rajasthan,Senior Citizen,Retired Teacher,44895,2022,UPI,Laptop
CUST0577,Rachita Pingle,43,Female,Jaipur,Rajasthan,Business,Retailer,140424,2020,Credit Card,Laptop
CUST0578,Ekantika Sathe,70,Female,Lucknow,Uttar Pradesh,Senior Citizen,Retired Teacher,205799,2024,UPI,Laptop
CUST0579,Rachita Rege,40,Male,Chennai,Tamil Nadu,Business,Trader,173963,2022,Debit Card,Mobile
CUST0580,Harsh Saha,24,Female,Ahmedabad,Gujarat,Student,Engineering Student,231884,2016,UPI,Laptop
CUST0581,Sneha Modi,79,Female,Hyderabad,Telangana,Senior Citizen,Retired Government Officer,231233,2012,Credit Card,Tablet
CUST0582,Harinakshi Virk,33,Female,Ahmedabad,Gujarat,Business,Trader,181767,2023,Credit Card,Laptop
CUST0583,Nilima Dugar,73,Male,Jaipur,Rajasthan,Senior Citizen,Retired Government Officer,149939,2022,Debit Card,Mobile
CUST0584,Aarini Shankar,22,Male,Lucknow,Uttar Pradesh,Student,MBA Student,247974,2021,Credit Card,Mobile
CUST0585,Warhi Parikh,64,Male,Hyderabad,Telangana,Senior Citizen,Retired Government Officer,195770,2017,Credit Card,Tablet
CUST0586,Leena Parmar,59,Female,Jaipur,Rajasthan,Business,Retailer,47436,2016,Debit Card,Laptop
CUST0587,Irya Sharma,56,Female,Jaipur,Rajasthan,Business,Trader,62583,2015,Credit Card,Mobile
CUST0588,Megha Choudhary,45,Female,Delhi,Delhi,Salaried,Doctor,100606,2016,Debit Card,Laptop
CUST0589,Bachittar Chandra,36,Male,Ahmedabad,Gujarat,Salaried,HR Manager,78992,2017,Net Banking,Mobile
CUST0590,Wridesh Dugar,62,Female,Lucknow,Uttar Pradesh,Senior Citizen,Retired Army Officer,153510,2026,Net Banking,Laptop
CUST0591,Abeer Sama,35,Female,Kolkata,West Bengal,Business,Retailer,68499,2024,Net Banking,Laptop
CUST0592,Sarthak Wali,65,Female,Delhi,Delhi,Business,Restaurant Owner,43942,2024,Credit Card,Mobile
CUST0593,Vasatika Dayal,19,Female,Jaipur,Rajasthan,Student,MBA Student,170914,2013,Credit Card,Laptop
CUST0594,Netra Mohanty,19,Male,Delhi,Delhi,Student,MBA Student,125035,2023,Debit Card,Tablet
CUST0595,Harini Chada,42,Female,Lucknow,Uttar Pradesh,Business,Retailer,68091,2026,Credit Card,Mobile
CUST0596,Yatin Oommen,32,Male,Lucknow,Uttar Pradesh,Business,Retailer,78808,2013,Debit Card,Mobile
CUST0597,Niharika Bali,23,Female,Hyderabad,Telangana,Student,MBA Student,220141,2023,Net Banking,Laptop
CUST0598,Vanya Tank,70,Female,Kolkata,West Bengal,Senior Citizen,Retired Banker,126829,2020,Net Banking,Laptop
CUST0599,Ekanta Karnik,67,Male,Pune,Maharashtra,Senior Citizen,Retired Army Officer,221397,2015,Debit Card,Tablet
CUST0600,Naveen Bath,73,Female,Ahmedabad,Gujarat,Senior Citizen,Retired Army Officer,146531,2022,Credit Card,Laptop
CUST0601,Yashoda Dar,84,Male,Hyderabad,Telangana,Senior Citizen,Retired Banker,142099,2025,Net Banking,Tablet
CUST0602,Leela Chaudhuri,29,Male,Bengaluru,Karnataka,Business,Consultant,56689,2022,Credit Card,Laptop
CUST0603,Ekaraj Taneja,35,Female,Lucknow,Uttar Pradesh,Salaried,Chartered Accountant,231379,2023,Debit Card,Mobile
CUST0604,Tanveer Gulati,77,Female,Pune,Maharashtra,Senior Citizen,Retired Banker,207630,2017,Debit Card,Mobile
CUST0605,Hitesh Samra,18,Female,Ahmedabad,Gujarat,Student,MBA Student,212061,2019,Net Banking,Laptop
CUST0606,Varsha Choudhury,22,Male,Lucknow,Uttar Pradesh,Student,MBA Student,40106,2026,Net Banking,Laptop
CUST0607,Kamala Gaba,24,Female,Jaipur,Rajasthan,Student,Medical Student,161011,2022,UPI,Laptop
CUST0608,Zayan Bose,82,Male,Pune,Maharashtra,Senior Citizen,Retired Government Officer,52056,2025,UPI,Tablet
CUST0609,Kashish Nagy,20,Female,Bengaluru,Karnataka,Student,MBA Student,151954,2013,Debit Card,Laptop
CUST0610,Widisha Chand,39,Female,Bengaluru,Karnataka,Business,Restaurant Owner,92677,2012,Credit Card,Laptop
CUST0611,Darsh Deo,25,Female,Delhi,Delhi,Student,MBA Student,167574,2024,UPI,Laptop
CUST0612,Anvi Nagi,85,Male,Jaipur,Rajasthan,Senior Citizen,Retired Government Officer,224115,2026,Credit Card,Laptop
CUST0613,Pavani Srinivasan,56,Female,Delhi,Delhi,Salaried,Software Engineer,147133,2020,Net Banking,Laptop
CUST0614,Zinal Wali,56,Male,Ahmedabad,Gujarat,Salaried,Software Engineer,230547,2014,Credit Card,Tablet
CUST0615,Avi Saxena,60,Female,Pune,Maharashtra,Business,Restaurant Owner,50654,2024,Credit Card,Mobile
CUST0616,Vidhi Sodhi,50,Female,Pune,Maharashtra,Business,Consultant,103042,2018,Credit Card,Tablet
CUST0617,Ojasvi Goswami,21,Female,Mumbai,Maharashtra,Student,MBA Student,55327,2023,Credit Card,Laptop
CUST0618,Darika Pandit,19,Female,Lucknow,Uttar Pradesh,Student,Medical Student,194812,2012,Net Banking,Tablet
CUST0619,Anusha Sachdeva,22,Male,Ahmedabad,Gujarat,Student,MBA Student,50196,2021,UPI,Laptop
CUST0620,Wishi Sami,73,Female,Bengaluru,Karnataka,Senior Citizen,Retired Government Officer,185757,2025,Net Banking,Tablet
CUST0621,Karan Arya,47,Male,Pune,Maharashtra,Business,Trader,131900,2014,Credit Card,Tablet
CUST0622,Neelima Chana,42,Female,Ahmedabad,Gujarat,Salaried,Chartered Accountant,18256,2021,UPI,Laptop
CUST0623,Rohan Kohli,56,Male,Bengaluru,Karnataka,Business,Consultant,177910,2013,Debit Card,Mobile
CUST0624,Anay Kadakia,41,Male,Pune,Maharashtra,Business,Restaurant Owner,130483,2026,Net Banking,Mobile
CUST0625,Omisha Mander,68,Male,Kolkata,West Bengal,Senior Citizen,Retired Teacher,186131,2012,Net Banking,Mobile
CUST0626,Devansh Sanghvi,60,Female,Ahmedabad,Gujarat,Senior Citizen,Retired Government Officer,139812,2021,Debit Card,Tablet
CUST0627,Vansha Bhalla,66,Male,Hyderabad,Telangana,Senior Citizen,Retired Banker,126533,2019,Credit Card,Tablet
CUST0628,Ekavir Balan,32,Female,Pune,Maharashtra,Business,Consultant,129961,2015,Credit Card,Laptop
CUST0629,Viraj Chaudry,70,Female,Lucknow,Uttar Pradesh,Senior Citizen,Retired Government Officer,16383,2019,UPI,Tablet
CUST0630,Anamika Lala,55,Female,Delhi,Delhi,Salaried,HR Manager,183962,2016,Debit Card,Mobile
CUST0631,Harshil Dave,58,Female,Delhi,Delhi,Salaried,Civil Engineer,94441,2022,UPI,Tablet
CUST0632,Dayita Sachdeva,76,Male,Mumbai,Maharashtra,Senior Citizen,Retired Teacher,160608,2017,Net Banking,Tablet
CUST0633,Kashvi Hari,59,Female,Jaipur,Rajasthan,Business,Retailer,177775,2019,Debit Card,Tablet
CUST0634,David Wali,77,Female,Bengaluru,Karnataka,Senior Citizen,Retired Army Officer,46135,2024,Credit Card,Tablet
CUST0635,Priya Bora,68,Female,Jaipur,Rajasthan,Senior Citizen,Retired Government Officer,84615,2017,Credit Card,Laptop
CUST0636,Charan Deep,48,Male,Lucknow,Uttar Pradesh,Business,Consultant,23648,2015,Credit Card,Mobile
CUST0637,Praneel Sundaram,48,Female,Lucknow,Uttar Pradesh,Salaried,Software Engineer,86784,2018,Credit Card,Tablet
CUST0638,Pooja Setty,36,Female,Chennai,Tamil Nadu,Salaried,Data Analyst,196907,2015,Credit Card,Mobile
CUST0639,Anita Samra,39,Female,Mumbai,Maharashtra,Business,Business Owner,246901,2025,Debit Card,Tablet
CUST0640,Tanish Halder,37,Male,Pune,Maharashtra,Salaried,Marketing Executive,243278,2014,Credit Card,Laptop
CUST0641,Damyanti Kata,25,Female,Mumbai,Maharashtra,Student,Medical Student,88786,2025,Net Banking,Mobile
CUST0642,Anita Sani,51,Male,Mumbai,Maharashtra,Salaried,HR Manager,178312,2017,Net Banking,Laptop
CUST0643,Gautami Nigam,19,Male,Lucknow,Uttar Pradesh,Student,Medical Student,49705,2022,Credit Card,Laptop
CUST0644,Varenya Seth,19,Male,Mumbai,Maharashtra,Student,Medical Student,190390,2026,Credit Card,Tablet
CUST0645,Thomas Handa,27,Male,Lucknow,Uttar Pradesh,Salaried,Marketing Executive,91506,2014,Debit Card,Mobile
CUST0646,Devika Mittal,57,Female,Hyderabad,Telangana,Business,Trader,133648,2016,Credit Card,Laptop
CUST0647,Gaurika Wason,59,Female,Lucknow,Uttar Pradesh,Business,Trader,244661,2013,Debit Card,Laptop
CUST0648,Rajeshri Chowdhury,69,Female,Mumbai,Maharashtra,Senior Citizen,Retired Government Officer,56386,2014,Debit Card,Tablet
CUST0649,Theodore Saraf,69,Male,Bengaluru,Karnataka,Senior Citizen,Retired Teacher,105390,2019,Net Banking,Mobile
CUST0650,Kiaan Wadhwa,39,Male,Bengaluru,Karnataka,Salaried,HR Manager,220829,2020,Credit Card,Tablet
CUST0651,Abhimanyu Chauhan,24,Male,Ahmedabad,Gujarat,Salaried,Software Engineer,191792,2020,Net Banking,Tablet
CUST0652,Naksh Baral,82,Male,Lucknow,Uttar Pradesh,Senior Citizen,Retired Army Officer,114763,2023,Credit Card,Mobile
CUST0653,Odika Mall,38,Female,Kolkata,West Bengal,Salaried,Doctor,182071,2012,Credit Card,Mobile
CUST0654,Tarak Subramaniam,64,Male,Ahmedabad,Gujarat,Senior Citizen,Retired Teacher,224320,2019,UPI,Tablet
CUST0655,Ladli Bakshi,72,Female,Hyderabad,Telangana,Senior Citizen,Retired Army Officer,178904,2017,Credit Card,Tablet
CUST0656,Vrishti Karnik,37,Male,Bengaluru,Karnataka,Business,Retailer,56019,2020,Credit Card,Tablet
CUST0657,Warhi Varughese,49,Female,Mumbai,Maharashtra,Salaried,Teacher,242348,2016,Net Banking,Tablet
CUST0658,Jason Mandal,37,Female,Delhi,Delhi,Business,Trader,73318,2024,Net Banking,Tablet
CUST0659,Ojas Chandra,85,Female,Bengaluru,Karnataka,Senior Citizen,Retired Banker,108441,2022,Credit Card,Laptop
CUST0660,Sai Natt,44,Female,Ahmedabad,Gujarat,Salaried,Data Analyst,130183,2016,Debit Card,Mobile
CUST0661,Urishilla Master,31,Male,Mumbai,Maharashtra,Business,Business Owner,18029,2022,Credit Card,Laptop
CUST0662,Azad Oza,39,Female,Hyderabad,Telangana,Salaried,Data Analyst,199301,2021,Net Banking,Mobile
CUST0663,Mohammed Verma,23,Male,Hyderabad,Telangana,Student,Medical Student,229045,2015,Net Banking,Laptop
CUST0664,Lekha Aggarwal,33,Male,Kolkata,West Bengal,Business,Consultant,19160,2013,Debit Card,Laptop
CUST0665,Arin Jha,25,Male,Pune,Maharashtra,Student,Engineering Student,211302,2014,Net Banking,Laptop
CUST0666,Jhalak Mohanty,24,Male,Delhi,Delhi,Student,College Student,197289,2019,UPI,Laptop
CUST0667,Yauvani Sarraf,48,Female,Jaipur,Rajasthan,Salaried,Teacher,17778,2020,Credit Card,Laptop
CUST0668,Watika Shere,84,Male,Chennai,Tamil Nadu,Senior Citizen,Retired Army Officer,44809,2017,Credit Card,Tablet
CUST0669,Chameli Korpal,53,Female,Kolkata,West Bengal,Business,Business Owner,66170,2015,UPI,Tablet
CUST0670,Ishaan Karan,24,Female,Ahmedabad,Gujarat,Student,MBA Student,241127,2022,UPI,Tablet
CUST0671,Tristan Korpal,22,Male,Bengaluru,Karnataka,Student,Medical Student,244007,2023,Net Banking,Laptop
CUST0672,Samar Warrior,20,Female,Chennai,Tamil Nadu,Student,Engineering Student,44682,2021,Credit Card,Laptop
CUST0673,Christopher Rajagopal,25,Male,Bengaluru,Karnataka,Salaried,Chartered Accountant,224808,2026,Net Banking,Laptop
CUST0674,Neel Ravi,53,Male,Hyderabad,Telangana,Business,Restaurant Owner,132691,2026,Credit Card,Laptop
CUST0675,Ishita Vala,18,Male,Delhi,Delhi,Student,Medical Student,182248,2014,Net Banking,Tablet
CUST0676,Kabir Hegde,25,Female,Jaipur,Rajasthan,Salaried,Civil Engineer,216886,2022,UPI,Laptop
CUST0677,Unnati Desai,40,Male,Kolkata,West Bengal,Salaried,Marketing Executive,216437,2017,UPI,Mobile
CUST0678,Radha Arora,46,Male,Hyderabad,Telangana,Salaried,Data Analyst,195912,2019,UPI,Laptop
CUST0679,Naveen Nanda,65,Male,Kolkata,West Bengal,Senior Citizen,Retired Teacher,33826,2020,Credit Card,Laptop
CUST0680,Chakradev Kadakia,64,Female,Kolkata,West Bengal,Senior Citizen,Retired Teacher,177173,2023,UPI,Laptop
CUST0681,Shaurya Bir,25,Male,Chennai,Tamil Nadu,Salaried,Doctor,213803,2012,Debit Card,Laptop
CUST0682,Ekta Ganguly,25,Female,Hyderabad,Telangana,Student,Engineering Student,57054,2023,Net Banking,Laptop
CUST0683,Nandini Yogi,23,Female,Pune,Maharashtra,Student,Engineering Student,230824,2021,Credit Card,Mobile
CUST0684,Anita Sur,20,Male,Lucknow,Uttar Pradesh,Student,College Student,105689,2013,Credit Card,Mobile
CUST0685,Jason Sachdeva,41,Male,Chennai,Tamil Nadu,Business,Retailer,85894,2016,Net Banking,Laptop
CUST0686,Ekanta Tella,18,Male,Pune,Maharashtra,Student,College Student,139784,2019,Debit Card,Mobile
CUST0687,Chatura Kalita,61,Male,Lucknow,Uttar Pradesh,Business,Consultant,110058,2017,Net Banking,Mobile
CUST0688,Girish Mallick,37,Male,Chennai,Tamil Nadu,Business,Business Owner,81568,2015,Debit Card,Mobile
CUST0689,Warhi Pall,56,Male,Kolkata,West Bengal,Business,Trader,220412,2026,Debit Card,Laptop
CUST0690,Indali Sathe,62,Male,Lucknow,Uttar Pradesh,Business,Retailer,165088,2026,UPI,Laptop
CUST0691,Vincent Bansal,44,Male,Mumbai,Maharashtra,Salaried,Bank Manager,71272,2012,Net Banking,Laptop
CUST0692,Lavanya Salvi,18,Female,Ahmedabad,Gujarat,Student,College Student,21658,2026,Debit Card,Tablet
CUST0693,Aadi Keer,40,Female,Kolkata,West Bengal,Salaried,Civil Engineer,222767,2025,UPI,Mobile
CUST0694,Bhavini Issac,25,Female,Pune,Maharashtra,Salaried,Data Analyst,45268,2019,Debit Card,Tablet
